Date,Open,High,Low,Close,Volume
19-Jul-21,29248.3,29592.3,29167.3,30727.2,0
20-Jul-21,29282.8,29410.5,28992,30715.125,0
22-Jul-21,29335.7,29808.4,29335.7,31268.895,0
23-Jul-21,29895.6,30059.7,29848.1,31389.015,0
26-Jul-21,29886.2,30139.2,29859.6,31437.42,0
27-Jul-21,29967.9,30048.3,29698.9,31387.23,0
28-Jul-21,29934.1,29993.6,29510.3,31451.91,0
29-Jul-21,30037.2,30406,30037.1,31889.97,0
30-Jul-21,30546.8,30818.6,30438.3,32004.105,0
02-Aug-21,30681.9,30832.3,30547,32343.255,0
03-Aug-21,30974.8,31196.4,30872.3,32724.09,0
04-Aug-21,31296.8,31338.8,30895.4,32526.06,0
05-Aug-21,31025.2,31560.2,30980.9,32771.76,0
06-Aug-21,31251.2,31460.3,31057.6,32868.465,0
09-Aug-21,31523.5,31685.4,31324.8,33013.05,0
10-Aug-21,31489.9,31812.8,31431.2,33299.07,0
11-Aug-21,31767.9,31799.8,31522.4,33253.5,0
12-Aug-21,31667.3,32289.8,31667.3,33857.355,0
13-Aug-21,32308.8,32821.9,32264.2,34312.74,0
16-Aug-21,32671.8,32905.4,32438.2,34206.795,0
17-Aug-21,32614,33487.1,32449.7,35085.54,0
18-Aug-21,33482.9,33840.4,33268.6,35121.345,0
20-Aug-21,32954.2,33652.4,32949.9,35018.97,0
23-Aug-21,33582.1,34153.4,33567.4,35615.79,0
24-Aug-21,34145.2,34262.6,33634.8,35530.32,0
25-Aug-21,33887.8,34399.9,33764.1,35788.095,0
26-Aug-21,34092.9,34375.9,33929.7,35743.155,0
27-Aug-21,34036.4,34392.9,33799.1,36025.29,0
30-Aug-21,34338.8,34480.1,34027.5,35814.66,0
31-Aug-21,34205.8,34680.6,34043.6,36298.71,0
01-Sep-21,34698.8,34780,34037.1,35816.025,0
02-Sep-21,34218.2,34846.9,34051.9,36414.315,0
03-Sep-21,34744.4,34997.7,34490.6,36635.76,0
06-Sep-21,34992.1,35464.4,34855.9,37185.855,0
07-Sep-21,35549.3,35581.6,34906.9,36698.865,0
08-Sep-21,34973.9,34979.3,34515.4,36412.11,0
09-Sep-21,34676.2,34862.9,34530,36542.415,0
13-Sep-21,34688.3,35242.5,34573.7,36886.08,0
14-Sep-21,35224.2,35476.9,35020.7,37203.075,0
15-Sep-21,35462.4,36200,35375.4,37878.96,0
16-Sep-21,36151.4,36310.8,35694.9,37645.02,0
17-Sep-21,35915.4,36131.2,35527,37428.825,0
20-Sep-21,35462.4,36130.6,35346.2,37170.105,0
21-Sep-21,35609.1,36127.8,35332.9,37890.405,0
22-Sep-21,36154.1,36713.1,36145.9,38243.52,0
23-Sep-21,36691.9,36867.4,36532.4,38657.745,0
24-Sep-21,37128.8,37823.1,37055,38958.36,0
27-Sep-21,37335.9,37345.1,35968.8,37836.12,0
28-Sep-21,36082,36082,34924.6,37001.895,0
29-Sep-21,34894.9,35578.3,34733.9,37046.73,0
30-Sep-21,35394.9,35408.1,34975.6,36779.4,0
01-Oct-21,34955.5,35100.9,34719.8,36519.63,0
04-Oct-21,34923.8,35184.6,34778.2,36882.405,0
05-Oct-21,34978.4,35650.9,34781.6,37321.515,0
06-Oct-21,35689.6,35801.5,35003.1,36829.59,0
07-Oct-21,35323.6,35903.9,35233.3,37489.095,0
08-Oct-21,35920.6,36703.6,35786.3,38222.1,0
11-Oct-21,35494.4,35690.4,34768.9,36938.895,0
12-Oct-21,35179.2,35294.1,34512.8,36613.29,0
13-Oct-21,35053.7,35324.4,34872.4,37049.88,0
14-Oct-21,35921.4,36412.4,35571.4,37532.145,0
18-Oct-21,36012,36400.6,35863.4,38121.72,0
19-Oct-21,36841.6,37491.9,36720,38961.72,0
20-Oct-21,37188.1,37463.9,36534.5,38689.14,0
21-Oct-21,36988.9,36988.9,35624.5,37709.28,0
22-Oct-21,35892.6,36297.2,35098.2,37164.33,0
25-Oct-21,35467.1,35521.1,34529.9,36755.67,0
26-Oct-21,35181.7,35699.9,34957.8,36920.52,0
27-Oct-21,35245.1,35578,35163.1,37279.095,0
28-Oct-21,35575.6,35575.6,34787.1,36659.28,0
29-Oct-21,34820.3,35178.8,34288.6,36129.24,0
01-Nov-21,34677.3,35328.6,34654.9,37054.5,0
02-Nov-21,35334.2,35522.4,35076.1,36936.27,0
03-Nov-21,35351.4,35525.8,35093.1,36935.955,0
04-Nov-21,35403,35452.4,35302.4,37100.91,0
08-Nov-21,35606,35852.5,35177.9,37571.52,0
09-Nov-21,35839.2,36117.9,35763.9,37605.855,0
10-Nov-21,35635.1,35862.4,35576.2,37509.045,0
11-Nov-21,35626.6,35697,35141.3,37362.78,0
12-Nov-21,35860.1,36378.1,35732.8,38148.915,0
15-Nov-21,36391.1,36646.2,36302.9,38288.565,0
16-Nov-21,36555.2,36794.2,36429.9,38476.095,0
17-Nov-21,36623.8,36835.9,36431.2,38493.945,0
18-Nov-21,36641.6,36702.4,35867.3,37807.35,0
22-Nov-21,36097,36097,35224.6,37252.845,0
23-Nov-21,35206,35645.4,34707.9,37279.62,0
24-Nov-21,35627.9,35662.6,34828.3,36714.51,0
25-Nov-21,34978,35365.8,34934.6,37065.21,0
26-Nov-21,35024.7,35190.1,34512.6,36336.405,0
29-Nov-21,34382.4,35104.4,33953.9,36614.34,0
30-Nov-21,35018.9,35654.2,34918.6,36795.99,0
01-Dec-21,35143,35652.2,35123.9,37200.45,0
02-Dec-21,35504.8,36195.6,35418.2,37965.795,0
03-Dec-21,36314.8,36518.8,35784.1,37640.505,0
06-Dec-21,35835.4,35953.8,34828.1,36623.37,0
07-Dec-21,35136.6,35384,34756.6,37035.915,0
08-Dec-21,35584.8,36131.9,35576.9,37757.055,0
09-Dec-21,35963.7,36114,35573.4,37743.72,0
10-Dec-21,35820.1,35974.8,35652.2,37736.58,0
13-Dec-21,36104.4,36507.3,35984.6,37853.13,0
14-Dec-21,35946.8,36252.1,35637.9,37907.73,0
15-Dec-21,36033.9,36060,35536.1,37524.06,0
16-Dec-21,36078.3,36354.9,35979.1,37968.315,0
17-Dec-21,36704.2,37013.2,36497.9,38480.295,0
20-Dec-21,36411.9,36598.4,35559.3,37712.22,0
21-Dec-21,36159.2,36970.6,36147.6,38458.455,0
22-Dec-21,36853.9,37014.8,36669,38838.555,0
23-Dec-21,37190.3,37528,37086.9,39231.045,0
24-Dec-21,37657.1,37822.1,37417.6,39614.19,0
27-Dec-21,37722.9,38029.3,37431,39887.925,0
28-Dec-21,38184.6,38500.2,38164.4,40275.69,0
29-Dec-21,38269.1,38484.9,38181.9,40188.33,0
30-Dec-21,38231.1,38897.6,38153.4,40591.74,0
31-Dec-21,38708.1,38861.1,38468.4,40636.155,0
03-Jan-22,38752.6,39286.4,38752.6,41079.99,0
04-Jan-22,39243.5,39446.7,38828.6,41339.235,0
05-Jan-22,39261.6,39293.1,38409.2,40539.555,0
06-Jan-22,38181.4,38206.6,37757.2,39909.45,0
07-Jan-22,38140.1,38394.8,38003.1,40046.895,0
10-Jan-22,38596.8,38621.9,37991.3,40122.81,0
11-Jan-22,38186.9,38664.4,38138,40535.67,0
12-Jan-22,38857.8,38902.8,38424.8,40535.04,0
13-Jan-22,38768.9,38886.9,38151.1,40537.35,0
14-Jan-22,38351.4,38892.6,38049.6,40768.245,0
17-Jan-22,38764.6,38993.2,38486.4,40745.145,0
18-Jan-22,38830.1,38990.6,38004.2,39996.39,0
19-Jan-22,38011.9,38011.9,37236.1,39145.785,0
20-Jan-22,37175,37249.1,36512.5,38495.31,0
21-Jan-22,36354.3,36579.6,35836.6,37857.33,0
24-Jan-22,35934.2,35969.9,34563.2,36562.68,0
25-Jan-22,34490.4,35065.8,33956.6,36442.77,0
27-Jan-22,34338.1,34362.9,33251.7,35148.855,0
28-Jan-22,33608.4,34473.5,33608.4,35544.495,0
31-Jan-22,34519.3,34972.2,34440.3,36565.83,0
01-Feb-22,35337.9,35435.5,34754.4,37140.18,0
02-Feb-22,35556.5,35845.3,35278.6,37578.24,0
03-Feb-22,35656.9,35693.4,34962.4,36809.64,0
04-Feb-22,34982.7,35194.6,34539.9,36834.105,0
07-Feb-22,34898,35148,34372.9,36352.26,0
08-Feb-22,34687.9,34862.1,34189.6,36247.68,0
09-Feb-22,34741.9,35052.6,34707.6,36732.465,0
10-Feb-22,35255.9,35379.9,34994.8,37108.995,0
11-Feb-22,34889.4,34917.9,34313.2,36098.055,0
14-Feb-22,33857.4,34466.6,33666.2,35574.63,0
15-Feb-22,34268.3,35017.1,34081.1,36658.965,0
16-Feb-22,35103.2,35209.7,34712.3,36541.995,0
17-Feb-22,35022.9,35052.4,34564.2,36365.805,0
18-Feb-22,34359.9,34727.1,34295.7,36207.255,0
21-Feb-22,34372,34692.4,33989.3,36195.705,0
22-Feb-22,33678.4,34287.2,33600.4,35836.08,0
23-Feb-22,34385.1,34430.9,34042.7,35820.015,0
24-Feb-22,33077.6,33396.2,32438.2,34175.295,0
25-Feb-22,33214.4,33678,33058.8,35150.745,0
28-Feb-22,33180.4,33961.1,32858.8,35540.295,0
02-Mar-22,33748.4,33924.8,33484.6,35406,0
03-Mar-22,34032.2,34410.7,33887.6,35836.815,0
04-Mar-22,33720.6,34504.9,33462.2,35886.585,0
07-Mar-22,33524.6,34435.6,33499.4,35842.695,0
08-Mar-22,33977.9,35162.9,33977.9,36808.38,0
09-Mar-22,35218.1,35726.2,35154.2,37212.63,0
10-Mar-22,35931.1,35931.1,35265.5,37169.055,0
11-Mar-22,35203.8,35478.4,35148.1,37116.135,0
14-Mar-22,35347.9,36071.4,35347.9,37829.4,0
15-Mar-22,36131.4,36131.4,34996.6,36852.795,0
16-Mar-22,35601.4,35787.9,35369.7,37516.08,0
17-Mar-22,36245.1,36246.4,35466.2,37425.78,0
21-Mar-22,35829.2,36135.5,35299.1,37146.69,0
22-Mar-22,35425.9,36119.9,35309.6,37873.92,0
23-Mar-22,36251.9,36362.9,35883.1,37886.1,0
24-Mar-22,35872.6,36597.8,35853.1,38342.64,0
25-Mar-22,36630.2,36710.5,35914.8,37959.915,0
28-Mar-22,36108.5,36207.8,35669.6,37827.405,0
29-Mar-22,36075.4,36256.3,35982.9,37954.14,0
30-Mar-22,36493.1,36519.8,36244.4,38286.78,0
31-Mar-22,36517.9,36663.2,36164.9,38133.06,0
01-Apr-22,36228.2,36424.6,36039.6,38160.57,0
04-Apr-22,36347.6,36526.8,36130.4,38265.045,0
05-Apr-22,36534.9,36813.1,36423.5,38289.93,0
06-Apr-22,36371,36371.9,35781.5,37665.075,0
07-Apr-22,35744.6,35817.4,35379.2,37194.36,0
08-Apr-22,35599.3,35679.3,35219.6,37164.12,0
11-Apr-22,35429.6,35443.8,34832.9,36640.695,0
12-Apr-22,34683.9,34747.8,34204.1,36098.475,0
13-Apr-22,34553.1,34591,34231.8,36072.54,0
18-Apr-22,33174.6,33366.1,32600.9,34419.105,0
19-Apr-22,33108.6,33108.6,31569.3,33394.41,0
20-Apr-22,32030.8,32306.3,31718.2,33782.07,0
21-Apr-22,32399.6,32700,32145.3,34242.18,0
22-Apr-22,32287.8,32748.8,32186.4,34048.035,0
25-Apr-22,32103.2,32130.4,31637.4,33331.2,0
26-Apr-22,32088.9,32141.4,31683.2,33432.105,0
27-Apr-22,31689.8,31689.8,31276.2,33174.015,0
28-Apr-22,31858.5,32156.3,31468.2,33510.015,0
29-Apr-22,32135.9,32212.9,31541.3,33203.52,0
02-May-22,31377.3,31409.7,30940.7,32695.74,0
04-May-22,31260.4,31452.8,30663.4,32334.33,0
05-May-22,31215.7,31470.2,31117.5,33004.02,0
06-May-22,30803.8,30881.1,30278.8,32255.37,0
09-May-22,30490.9,30934.4,30019.8,32269.965,0
10-May-22,30635,30785.9,30343.1,31948.56,0
11-May-22,30425.6,30548.6,29669.2,31552.71,0
12-May-22,29744.5,30184.3,29497.2,31244.64,0
13-May-22,30062.8,30115.1,29539.1,31106.04,0
16-May-22,29680.7,29875.2,29278.3,30873.675,0
17-May-22,29503.3,30313.9,29339.7,31729.74,0
18-May-22,30367.5,30823.2,30045.7,31581.585,0
19-May-22,29448.4,29495.2,28193.6,29769.81,0
20-May-22,28884.8,28897.4,28577.7,30228.87,0
23-May-22,28861.3,29308.2,28604.7,30533.265,0
24-May-22,29123.6,29141.6,28425.4,29958.075,0
25-May-22,28470.9,28479.3,27423.8,28944.405,0
26-May-22,27729.2,28040.2,27516.4,29329.23,0
27-May-22,28302.3,28728.3,28210.8,30073.68,0
30-May-22,29084.1,29837.7,29069,31240.965,0
31-May-22,29609.1,29807.3,29294.3,31163.055,0
01-Jun-22,29822.2,29829.8,29148.6,30723.84,0
02-Jun-22,29249.8,29875.3,29197.9,31282.02,0
03-Jun-22,30169.9,30559,29858.2,31398.99,0
06-Jun-22,29750.7,29972.8,29281.4,31310.79,0
07-Jun-22,29593.4,29650.6,29243.9,30819.285,0
08-Jun-22,29519.7,29588.4,29155.6,30945.81,0
